name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage(km/ltr/kg),engine,max_power,seats,selling_price_lakhs,engine_bin,mileage_bin,car_age,fuel_encoded,seller_type_encoded,transmission_encoded,owner_encoded,engine_bin_encoded,mileage_bin_encoded
Mercedes-Benz E-Class E250 Edition E,2016,1200000.0,35000.0,Diesel,Dealer,Automatic,First Owner,15.0,2143.0,147.9,5.0,12.0,2000-2500cc,10-15 kmpl,8,1,0,0,0,2,0
MG Hector Sharp AT BSIV,2019,1200000.0,19000.0,Petrol,Dealer,Automatic,First Owner,13.96,1451.0,141.0,5.0,12.0,1000-1500cc,10-15 kmpl,5,3,0,0,0,0,0
Honda City i-VTEC CVT VX,2017,795000.0,41000.0,Petrol,Dealer,Automatic,First Owner,18.0,1497.0,117.6,5.0,7.95,1000-1500cc,15-20 kmpl,7,3,0,0,0,0,1
Toyota Corolla Altis 1.8 G CVT,2013,625000.0,39000.0,Petrol,Dealer,Automatic,First Owner,14.28,1798.0,138.03,5.0,6.25,1500-2000cc,10-15 kmpl,11,3,0,0,0,1,0
Volvo XC40 D4 R-Design,2018,1200000.0,22000.0,Diesel,Dealer,Automatic,First Owner,18.0,1969.0,147.9,5.0,12.0,1500-2000cc,15-20 kmpl,6,1,0,0,0,1,1
Audi Q7 35 TDI Quattro Premium,2015,1200000.0,53000.0,Diesel,Dealer,Automatic,First Owner,12.07,2967.0,147.9,7.0,12.0,2500-3000cc,10-15 kmpl,9,1,0,0,0,3,0
Maruti Ciaz ZDi,2015,535000.0,40000.0,Diesel,Dealer,Manual,First Owner,26.21,1248.0,88.5,5.0,5.35,1000-1500cc,25-30 kmpl,9,1,0,1,0,0,3
Mercedes-Benz S-Class S 350 CDI,2017,1200000.0,47000.0,Diesel,Dealer,Automatic,First Owner,13.5,2987.0,147.9,5.0,12.0,2500-3000cc,10-15 kmpl,7,1,0,0,0,3,0
BMW 5 Series 523i,2010,975000.0,72200.0,Petrol,Dealer,Automatic,Second Owner,10.8,2497.0,147.9,5.0,9.75,2000-2500cc,10-15 kmpl,14,3,0,0,2,2,0
Hyundai Elantra S,2016,805000.0,49900.0,Petrol,Dealer,Manual,First Owner,16.3,1797.0,147.5,5.0,8.05,1500-2000cc,15-20 kmpl,8,3,0,1,0,1,1
Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,1200000.0,11500.0,Diesel,Dealer,Automatic,First Owner,13.6,1999.0,147.9,5.0,12.0,1500-2000cc,10-15 kmpl,7,1,0,0,0,1,0
Tata Nexon 1.2 Revotron XZ Plus Dual Tone,2018,811000.0,11500.0,Petrol,Dealer,Manual,First Owner,17.0,1198.0,108.5,5.0,8.11,1000-1500cc,15-20 kmpl,6,3,0,1,0,0,1
Volkswagen Vento Petrol Highline,2011,375000.0,49000.0,Petrol,Individual,Manual,First Owner,15.04,1598.0,103.6,5.0,3.75,1500-2000cc,15-20 kmpl,13,3,1,1,0,1,1
Hyundai Elantra SX,2012,550000.0,95000.0,Petrol,Individual,Manual,First Owner,16.3,1797.0,147.5,5.0,5.5,1500-2000cc,15-20 kmpl,12,3,1,1,0,1,1
Skoda Rapid 1.6 MPI AT Elegance,2016,645000.0,11500.0,Petrol,Dealer,Automatic,First Owner,14.3,1598.0,103.5,5.0,6.45,1500-2000cc,10-15 kmpl,8,3,0,0,0,1,0
Mercedes-Benz CLA 200 CGI Sport,2018,1200000.0,18000.0,Petrol,Dealer,Automatic,First Owner,15.04,1991.0,147.9,5.0,12.0,1500-2000cc,15-20 kmpl,6,3,0,0,0,1,1
Maruti Ertiga ZXI,2014,599000.0,46100.0,Petrol,Dealer,Manual,First Owner,16.02,1373.0,93.7,7.0,5.99,1000-1500cc,15-20 kmpl,10,3,0,1,0,0,1
Mercedes-Benz New C-Class C 200 AVANTGARDE,2017,1200000.0,16000.0,Petrol,Dealer,Automatic,First Owner,14.74,1991.0,147.9,5.0,12.0,1500-2000cc,10-15 kmpl,7,3,0,0,0,1,0
Honda City V AT,2017,875000.0,18000.0,Petrol,Dealer,Automatic,First Owner,15.6,1497.0,116.3,5.0,8.75,1000-1500cc,15-20 kmpl,7,3,0,0,0,0,1
Toyota Glanza V CVT,2019,894999.0,11500.0,Petrol,Dealer,Automatic,First Owner,19.56,1197.0,81.8,5.0,8.94999,1000-1500cc,15-20 kmpl,5,3,0,0,0,0,1
Maruti Alto K10 VXI,2011,175000.0,11500.0,Petrol,Dealer,Manual,First Owner,23.95,998.0,67.05,5.0,1.75,<1000cc,20-25 kmpl,13,3,0,1,0,4,2
Maruti Swift VXI,2012,340000.0,24300.0,Petrol,Dealer,Manual,First Owner,21.21,1197.0,81.8,5.0,3.4,1000-1500cc,20-25 kmpl,12,3,0,1,0,0,2
Toyota Innova Crysta 2.8 ZX AT BSIV,2016,1200000.0,42163.0,Diesel,Dealer,Automatic,Second Owner,11.36,2755.0,147.9,7.0,12.0,2500-3000cc,10-15 kmpl,8,1,0,0,2,3,0
Tata Nexon 1.5 Revotorq XZA Plus DualTone,2018,1025000.0,11500.0,Diesel,Dealer,Automatic,First Owner,21.5,1497.0,108.5,5.0,10.25,1000-1500cc,20-25 kmpl,6,1,0,0,0,0,2
BMW 3 Series 320d Luxury Line,2016,1200000.0,30000.0,Diesel,Dealer,Automatic,First Owner,22.69,1995.0,147.9,5.0,12.0,1500-2000cc,20-25 kmpl,8,1,0,0,0,1,2
Toyota Camry 2.5 Hybrid,2016,1200000.0,41000.0,Petrol,Dealer,Automatic,First Owner,19.16,2494.0,147.9,5.0,12.0,2000-2500cc,15-20 kmpl,8,3,0,0,0,2,1
BMW 5 Series 520d Luxury Line,2016,1200000.0,12000.0,Diesel,Dealer,Automatic,First Owner,18.12,1995.0,147.9,5.0,12.0,1500-2000cc,15-20 kmpl,8,1,0,0,0,1,1
Toyota Camry W4 (AT),2009,450000.0,71000.0,Petrol,Dealer,Automatic,First Owner,12.1,2362.0,147.9,5.0,4.5,2000-2500cc,10-15 kmpl,15,3,0,0,0,2,0
Maruti Ertiga BSIV ZXI Plus,2016,850000.0,20000.0,Petrol,Individual,Manual,First Owner,17.5,1373.0,91.1,7.0,8.5,1000-1500cc,15-20 kmpl,8,3,1,1,0,0,1
Volvo XC90 T8 Excellence BSIV,2017,1200000.0,30000.0,Petrol,Individual,Automatic,First Owner,42.0,1969.0,147.9,5.0,12.0,1500-2000cc,>30 kmpl,7,3,1,0,0,1,5
Volkswagen Vento Diesel Highline,2011,300000.0,100000.0,Diesel,Individual,Manual,Second Owner,20.54,1598.0,103.6,5.0,3.0,1500-2000cc,20-25 kmpl,13,1,1,1,2,1,2
Ford Figo Aspire 1.2 Ti-VCT Trend,2018,575000.0,11500.0,Petrol,Individual,Manual,First Owner,18.16,1196.0,86.8,5.0,5.75,1000-1500cc,15-20 kmpl,6,3,1,1,0,0,1
Ford Figo Diesel LXI,2011,160000.0,120000.0,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.0,5.0,1.6,1000-1500cc,15-20 kmpl,13,1,1,1,0,0,1
Maruti Swift VXI Optional,2015,515000.0,36600.0,Petrol,Individual,Manual,First Owner,20.4,1197.0,81.8,5.0,5.15,1000-1500cc,20-25 kmpl,9,3,1,1,0,0,2
Maruti Wagon R AMT VXI,2015,390000.0,50000.0,Petrol,Individual,Automatic,Second Owner,20.51,998.0,67.0,5.0,3.9,<1000cc,20-25 kmpl,9,3,1,0,2,4,2
Hyundai i20 Magna 1.2,2016,550000.0,14000.0,Petrol,Individual,Manual,Second Owner,18.6,1197.0,81.83,5.0,5.5,1000-1500cc,15-20 kmpl,8,3,1,1,2,0,1
Maruti 800 Std,1999,110000.0,40000.0,Petrol,Individual,Manual,Second Owner,16.1,796.0,47.3,5.0,1.1,<1000cc,15-20 kmpl,25,3,1,1,2,4,1
Maruti Ritz VDi,2010,220000.0,120000.0,Diesel,Individual,Manual,First Owner,21.1,1248.0,73.9,5.0,2.2,1000-1500cc,20-25 kmpl,14,1,1,1,0,0,2
Hyundai Grand i10 Magna,2015,425000.0,70000.0,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5.0,4.25,1000-1500cc,15-20 kmpl,9,3,1,1,0,0,1
Volkswagen Ameo 1.0 MPI Trendline,2019,480000.0,13000.0,Petrol,Individual,Manual,First Owner,19.44,999.0,75.0,5.0,4.8,<1000cc,15-20 kmpl,5,3,1,1,0,4,1
Hyundai Grand i10 Sportz,2014,400000.0,60000.0,Petrol,Individual,Manual,Second Owner,18.9,1197.0,82.0,5.0,4.0,1000-1500cc,15-20 kmpl,10,3,1,1,2,0,1
Maruti Swift Dzire VXI,2014,487000.0,35000.0,Petrol,Individual,Manual,First Owner,19.1,1197.0,85.8,5.0,4.87,1000-1500cc,15-20 kmpl,10,3,1,1,0,0,1
Hyundai Xcent 1.2 Kappa S,2016,386000.0,44000.0,Petrol,Individual,Manual,Second Owner,19.1,1197.0,82.0,5.0,3.86,1000-1500cc,15-20 kmpl,8,3,1,1,2,0,1
Honda City 1.5 EXI,2005,110000.0,120000.0,Petrol,Individual,Manual,Second Owner,13.0,1493.0,100.0,5.0,1.1,1000-1500cc,10-15 kmpl,19,3,1,1,2,0,0
Toyota Corolla Altis Diesel D4DG,2010,300000.0,60000.0,Diesel,Individual,Manual,First Owner,21.43,1364.0,87.2,5.0,3.0,1000-1500cc,20-25 kmpl,14,1,1,1,0,0,2
Daewoo Matiz SD,2000,110000.0,60000.0,Petrol,Individual,Manual,First Owner,18.5,796.0,53.0,5.0,1.1,<1000cc,15-20 kmpl,24,3,1,1,0,4,1
Toyota Fortuner 4x2 Manual,2014,1200000.0,30000.0,Diesel,Individual,Manual,Second Owner,13.0,2982.0,147.9,7.0,12.0,2500-3000cc,10-15 kmpl,10,1,1,1,2,3,0
Mahindra KUV 100 mFALCON G80 K8,2016,450000.0,15000.0,Petrol,Individual,Manual,Second Owner,18.15,1198.0,82.0,6.0,4.5,1000-1500cc,15-20 kmpl,8,3,1,1,2,0,1
Tata Zest Quadrajet 1.3 75PS XM,2017,490000.0,90000.0,Diesel,Individual,Manual,First Owner,22.95,1248.0,74.0,5.0,4.9,1000-1500cc,20-25 kmpl,7,1,1,1,0,0,2
Honda City 1.5 S MT,2009,345000.0,47000.0,Petrol,Individual,Manual,Second Owner,17.0,1497.0,118.0,5.0,3.45,1000-1500cc,15-20 kmpl,15,3,1,1,2,0,1
Maruti Zen LXI,2005,110000.0,90000.0,Petrol,Individual,Manual,First Owner,17.3,993.0,60.0,5.0,1.1,<1000cc,15-20 kmpl,19,3,1,1,0,4,1
Maruti Wagon R VXI BS IV with ABS,2010,215000.0,120600.0,Petrol,Individual,Manual,Second Owner,18.9,998.0,67.1,5.0,2.15,<1000cc,15-20 kmpl,14,3,1,1,2,4,1
Hyundai Verna Transform SX VTVT,2010,320000.0,100000.0,Petrol,Individual,Manual,Third Owner,16.2,1599.0,103.2,5.0,3.2,1500-2000cc,15-20 kmpl,14,3,1,1,4,1,1
Maruti Swift Dzire VXI,2016,459999.0,60000.0,Petrol,Individual,Manual,Second Owner,20.85,1197.0,83.14,5.0,4.59999,1000-1500cc,20-25 kmpl,8,3,1,1,2,0,2
Hyundai Getz GLS,2005,110000.0,86000.0,Petrol,Individual,Manual,First Owner,15.3,1341.0,83.0,5.0,1.1,1000-1500cc,15-20 kmpl,19,3,1,1,0,0,1
Hyundai Elite i20 Sportz Plus BSIV,2020,720000.0,11500.0,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.86,5.0,7.2,1000-1500cc,15-20 kmpl,4,3,1,1,0,0,1
Maruti Ciaz 1.3 Alpha,2017,800000.0,37000.0,Diesel,Individual,Manual,First Owner,28.09,1248.0,88.5,5.0,8.0,1000-1500cc,25-30 kmpl,7,1,1,1,0,0,3
Tata Tigor 1.2 Revotron XZ,2019,520000.0,14000.0,Petrol,Individual,Manual,First Owner,20.3,1199.0,84.0,5.0,5.2,1000-1500cc,20-25 kmpl,5,3,1,1,0,0,2
Maruti Ertiga VDI,2015,580000.0,70000.0,Diesel,Individual,Manual,First Owner,20.77,1248.0,88.76,7.0,5.8,1000-1500cc,20-25 kmpl,9,1,1,1,0,0,2
Honda City i VTEC S,2015,600000.0,50000.0,Petrol,Individual,Manual,First Owner,17.4,1497.0,117.3,5.0,6.0,1000-1500cc,15-20 kmpl,9,3,1,1,0,0,1
Honda Brio S MT,2014,290000.0,60000.0,Petrol,Individual,Manual,Second Owner,19.4,1198.0,86.8,5.0,2.9,1000-1500cc,15-20 kmpl,10,3,1,1,2,0,1
Maruti Wagon R LXI CNG,2016,360000.0,50000.0,CNG,Individual,Manual,First Owner,26.6,998.0,58.16,5.0,3.6,<1000cc,25-30 kmpl,8,0,1,1,0,4,3
Maruti Swift Dzire VXI,2017,550000.0,50000.0,Petrol,Individual,Manual,First Owner,20.85,1197.0,83.14,5.0,5.5,1000-1500cc,20-25 kmpl,7,3,1,1,0,0,2
Hyundai i20 Sportz 1.2,2013,375000.0,70000.0,Petrol,Individual,Manual,First Owner,18.5,1197.0,82.85,5.0,3.75,1000-1500cc,15-20 kmpl,11,3,1,1,0,0,1
Maruti Wagon R AMT VXI,2018,420000.0,35000.0,Petrol,Individual,Automatic,First Owner,20.51,998.0,67.0,5.0,4.2,<1000cc,20-25 kmpl,6,3,1,0,0,4,2
Maruti Swift Dzire VXI 1.2,2017,550000.0,20000.0,Petrol,Individual,Manual,First Owner,21.21,1197.0,81.8,5.0,5.5,1000-1500cc,20-25 kmpl,7,3,1,1,0,0,2
Maruti Alto 800 LXI,2018,270000.0,20000.0,Petrol,Individual,Manual,First Owner,24.7,796.0,47.3,5.0,2.7,<1000cc,20-25 kmpl,6,3,1,1,0,4,2
Maruti Swift Dzire AMT VXI BS IV,2018,700000.0,11500.0,Petrol,Individual,Automatic,First Owner,22.0,1197.0,81.8,5.0,7.0,1000-1500cc,20-25 kmpl,6,3,1,0,0,0,2
Maruti Swift VXI Optional,2017,500000.0,20000.0,Petrol,Individual,Manual,First Owner,20.4,1197.0,81.8,5.0,5.0,1000-1500cc,20-25 kmpl,7,3,1,1,0,0,2
Tata Hexa XE,2019,1200000.0,15000.0,Diesel,Individual,Manual,First Owner,17.6,2179.0,147.9,7.0,12.0,2000-2500cc,15-20 kmpl,5,1,1,1,0,2,1
Hyundai i20 Magna,2013,320000.0,31377.0,Petrol,Individual,Manual,Second Owner,18.5,1197.0,82.85,5.0,3.2,1000-1500cc,15-20 kmpl,11,3,1,1,2,0,1
Maruti Swift Dzire VDI,2018,700000.0,50000.0,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5.0,7.0,1000-1500cc,25-30 kmpl,6,1,1,1,0,0,3
Maruti Wagon R VXI BS IV,2015,290000.0,60000.0,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5.0,2.9,<1000cc,20-25 kmpl,9,3,1,1,0,4,2
Toyota Corolla Altis 1.8 VL AT,2012,550000.0,100000.0,Petrol,Individual,Automatic,First Owner,14.53,1794.0,138.1,5.0,5.5,1500-2000cc,10-15 kmpl,12,3,1,0,0,1,0
Honda Brio S MT,2012,265000.0,60000.0,Petrol,Individual,Manual,First Owner,19.4,1198.0,86.8,5.0,2.65,1000-1500cc,15-20 kmpl,12,3,1,1,0,0,1
Maruti Baleno Alpha Automatic,2018,830000.0,11500.0,Petrol,Individual,Automatic,First Owner,21.4,1197.0,83.1,5.0,8.3,1000-1500cc,20-25 kmpl,6,3,1,0,0,0,2
Tata Safari Storme EX,2017,800000.0,60000.0,Diesel,Individual,Manual,First Owner,14.1,2179.0,147.9,7.0,8.0,2000-2500cc,10-15 kmpl,7,1,1,1,0,2,0
Maruti Alto LXi,2011,160000.0,25000.0,Petrol,Individual,Manual,Second Owner,19.7,796.0,47.3,5.0,1.6,<1000cc,15-20 kmpl,13,3,1,1,2,4,1
Renault KWID RXT,2018,335000.0,30000.0,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5.0,3.35,<1000cc,25-30 kmpl,6,3,1,1,0,4,3
Datsun GO T BSIV,2017,329000.0,80000.0,Petrol,Individual,Manual,Second Owner,20.63,1198.0,67.0,5.0,3.29,1000-1500cc,20-25 kmpl,7,3,1,1,2,0,2
Maruti Vitara Brezza VDi Option,2017,775000.0,75000.0,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5.0,7.75,1000-1500cc,20-25 kmpl,7,1,1,1,0,0,2
Hyundai Xcent 1.2 VTVT SX,2020,524000.0,32000.0,Petrol,Individual,Manual,First Owner,20.14,1197.0,81.86,5.0,5.24,1000-1500cc,20-25 kmpl,4,3,1,1,0,0,2
Maruti Alto 800 LXI,2015,245000.0,40000.0,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5.0,2.45,<1000cc,20-25 kmpl,9,3,1,1,0,4,2
Hyundai i20 1.2 Sportz,2012,275000.0,93000.0,Petrol,Individual,Manual,Second Owner,17.0,1197.0,80.0,5.0,2.75,1000-1500cc,15-20 kmpl,12,3,1,1,2,0,1
Tata Zest Revotron 1.2 XT,2018,520000.0,60000.0,Petrol,Individual,Manual,First Owner,17.57,1193.0,88.7,5.0,5.2,1000-1500cc,15-20 kmpl,6,3,1,1,0,0,1
Nissan Sunny XL,2014,550000.0,37000.0,Petrol,Individual,Manual,First Owner,16.95,1498.0,97.7,5.0,5.5,1000-1500cc,15-20 kmpl,10,3,1,1,0,0,1
Ford EcoSport 1.5 Petrol Titanium Plus BSIV,2018,910000.0,15000.0,Petrol,Individual,Manual,First Owner,17.0,1497.0,121.36,5.0,9.1,1000-1500cc,15-20 kmpl,6,3,1,1,0,0,1
Nissan Micra Active XV S,2015,300000.0,80000.0,Petrol,Individual,Manual,First Owner,19.49,1198.0,67.04,5.0,3.0,1000-1500cc,15-20 kmpl,9,3,1,1,0,0,1
Maruti Wagon R LXI Optional,2016,350000.0,140000.0,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5.0,3.5,<1000cc,20-25 kmpl,8,3,1,1,0,4,2
Mahindra Ssangyong Rexton RX5,2013,900000.0,70000.0,Diesel,Individual,Manual,First Owner,12.83,2696.0,147.9,7.0,9.0,2500-3000cc,10-15 kmpl,11,1,1,1,0,3,0
Mahindra Quanto C8,2013,300000.0,120000.0,Diesel,Individual,Manual,Second Owner,17.21,1493.0,100.0,7.0,3.0,1000-1500cc,15-20 kmpl,11,1,1,1,2,0,1
Maruti Ritz LDi,2010,250000.0,110000.0,Diesel,Individual,Manual,Second Owner,21.1,1248.0,73.9,5.0,2.5,1000-1500cc,20-25 kmpl,14,1,1,1,2,0,2
Hyundai Creta 1.6 CRDi SX Plus Dual Tone,2017,1100000.0,37000.0,Diesel,Individual,Manual,First Owner,19.67,1582.0,126.2,5.0,11.0,1500-2000cc,15-20 kmpl,7,1,1,1,0,1,1
Renault KWID RXT,2016,270000.0,44000.0,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5.0,2.7,<1000cc,25-30 kmpl,8,3,1,1,0,4,3
Maruti Ertiga VDI,2015,640000.0,80000.0,Diesel,Individual,Manual,First Owner,20.77,1248.0,88.76,7.0,6.4,1000-1500cc,20-25 kmpl,9,1,1,1,0,0,2
Mahindra XUV500 W4,2015,650000.0,125000.0,Diesel,Individual,Manual,First Owner,15.1,2179.0,140.0,7.0,6.5,2000-2500cc,15-20 kmpl,9,1,1,1,0,2,1
Maruti Eeco 5 Seater AC BSIV,2017,409999.0,13500.0,Petrol,Individual,Manual,First Owner,15.37,1196.0,73.0,5.0,4.09999,1000-1500cc,15-20 kmpl,7,3,1,1,0,0,1
Hyundai Santro Xing GLS,2011,165000.0,75000.0,Petrol,Individual,Manual,First Owner,17.92,1086.0,62.1,5.0,1.65,1000-1500cc,15-20 kmpl,13,3,1,1,0,0,1
Hyundai Accent GLE,2007,110000.0,120000.0,Petrol,Individual,Manual,Second Owner,13.2,1495.0,94.0,5.0,1.1,1000-1500cc,10-15 kmpl,17,3,1,1,2,0,0
Mahindra XUV500 W8 2WD,2012,535000.0,120000.0,Diesel,Individual,Manual,First Owner,15.1,2179.0,140.0,7.0,5.35,2000-2500cc,15-20 kmpl,12,1,1,1,0,2,1
Toyota Innova 2.5 EV (Diesel) PS 7 Seater BS IV,2013,700000.0,70000.0,Diesel,Individual,Manual,First Owner,12.99,2494.0,100.57,7.0,7.0,2000-2500cc,10-15 kmpl,11,1,1,1,0,2,0
Maruti Swift Dzire VDI,2013,550000.0,70000.0,Diesel,Individual,Manual,First Owner,23.4,1248.0,74.0,5.0,5.5,1000-1500cc,20-25 kmpl,11,1,1,1,0,0,2
Honda Amaze S CVT Petrol BSIV,2019,680000.0,15000.0,Petrol,Individual,Automatic,First Owner,19.0,1199.0,88.76,5.0,6.8,1000-1500cc,15-20 kmpl,5,3,1,0,0,0,1
Hyundai i10 Sportz 1.2,2009,200000.0,53000.0,Petrol,Individual,Manual,Second Owner,20.36,1197.0,78.9,5.0,2.0,1000-1500cc,20-25 kmpl,15,3,1,1,2,0,2
Maruti Swift Dzire VDI,2014,500000.0,120000.0,Diesel,Individual,Manual,Second Owner,23.4,1248.0,74.0,5.0,5.0,1000-1500cc,20-25 kmpl,10,1,1,1,2,0,2
Maruti Ertiga SHVS ZDI Plus,2016,1000000.0,70000.0,Diesel,Individual,Manual,First Owner,24.52,1248.0,88.5,7.0,10.0,1000-1500cc,20-25 kmpl,8,1,1,1,0,0,2
Hyundai Getz 1.3 GVS,2008,110000.0,120000.0,Petrol,Individual,Manual,Second Owner,14.2,1341.0,82.9,5.0,1.1,1000-1500cc,10-15 kmpl,16,3,1,1,2,0,0
Hyundai i20 1.2 Magna,2012,320000.0,100000.0,Petrol,Individual,Manual,Second Owner,18.5,1197.0,80.0,5.0,3.2,1000-1500cc,15-20 kmpl,12,3,1,1,2,0,1
Maruti Swift LXI Optional-O,2015,350000.0,100000.0,Petrol,Individual,Manual,First Owner,20.4,1197.0,83.11,5.0,3.5,1000-1500cc,20-25 kmpl,9,3,1,1,0,0,2
Tata Indica Vista TDI LS,2013,170000.0,155000.0,Diesel,Individual,Manual,First Owner,19.4,1405.0,70.0,5.0,1.7,1000-1500cc,15-20 kmpl,11,1,1,1,0,0,1
Hyundai i20 2015-2017 Asta 1.4 CRDi,2017,800000.0,39000.0,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.73,5.0,8.0,1000-1500cc,20-25 kmpl,7,1,1,1,0,0,2
Maruti Ignis 1.3 Alpha,2017,500000.0,75000.0,Diesel,Individual,Manual,First Owner,26.8,1248.0,74.0,5.0,5.0,1000-1500cc,25-30 kmpl,7,1,1,1,0,0,3
Tata Hexa XTA,2017,1200000.0,50000.0,Diesel,Individual,Automatic,First Owner,17.6,2179.0,147.9,7.0,12.0,2000-2500cc,15-20 kmpl,7,1,1,0,0,2,1
Mahindra Marazzo M6 8Str,2019,1200000.0,40000.0,Diesel,Individual,Manual,First Owner,17.3,1497.0,121.0,7.0,12.0,1000-1500cc,15-20 kmpl,5,1,1,1,0,0,1
Hyundai Verna 1.6 CRDI,2013,530000.0,92500.0,Diesel,Individual,Manual,First Owner,22.32,1582.0,126.3,5.0,5.3,1500-2000cc,20-25 kmpl,11,1,1,1,0,1,2
Maruti Swift Dzire VDI,2012,360000.0,155000.0,Diesel,Individual,Manual,First Owner,23.4,1248.0,74.0,5.0,3.6,1000-1500cc,20-25 kmpl,12,1,1,1,0,0,2
Maruti Swift Dzire LDi,2012,310000.0,120000.0,Diesel,Individual,Manual,First Owner,19.3,1248.0,73.9,5.0,3.1,1000-1500cc,15-20 kmpl,12,1,1,1,0,0,1
Honda City i DTEC V,2015,725000.0,50000.0,Diesel,Individual,Manual,Second Owner,26.0,1498.0,98.6,5.0,7.25,1000-1500cc,25-30 kmpl,9,1,1,1,2,0,3
Maruti Swift Dzire ZDi,2012,340000.0,110000.0,Diesel,Individual,Manual,First Owner,19.3,1248.0,73.9,5.0,3.4,1000-1500cc,15-20 kmpl,12,1,1,1,0,0,1
Hyundai Xcent 1.2 CRDi E,2017,550000.0,11500.0,Diesel,Individual,Manual,Second Owner,25.4,1186.0,73.97,5.0,5.5,1000-1500cc,25-30 kmpl,7,1,1,1,2,0,3
Toyota Fortuner 3.0 Diesel,2011,1150000.0,155000.0,Diesel,Individual,Manual,Second Owner,11.5,2982.0,147.9,7.0,11.5,2500-3000cc,10-15 kmpl,13,1,1,1,2,3,0
Tata Tiago 1.05 Revotorq XZ,2016,380000.0,70000.0,Diesel,Individual,Manual,First Owner,27.28,1047.0,69.0,5.0,3.8,1000-1500cc,25-30 kmpl,8,1,1,1,0,0,3
Nissan Sunny XL AT Special Edition,2013,350000.0,90000.0,Petrol,Individual,Automatic,Second Owner,17.97,1498.0,99.6,5.0,3.5,1000-1500cc,15-20 kmpl,11,3,1,0,2,0,1
Hyundai Elite i20 Magna Plus BSIV,2019,610000.0,11500.0,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.86,5.0,6.1,1000-1500cc,15-20 kmpl,5,3,1,1,0,0,1
Maruti Swift Dzire VXI,2015,525000.0,20000.0,Petrol,Individual,Manual,First Owner,20.85,1197.0,83.14,5.0,5.25,1000-1500cc,20-25 kmpl,9,3,1,1,0,0,2
Toyota Innova 2.5 GX 7 STR,2011,480000.0,120000.0,Diesel,Individual,Manual,First Owner,12.8,2494.0,102.0,7.0,4.8,2000-2500cc,10-15 kmpl,13,1,1,1,0,2,0
Mahindra Thar CRDe,2017,780000.0,35000.0,Diesel,Individual,Manual,First Owner,16.55,2498.0,105.0,6.0,7.8,2000-2500cc,15-20 kmpl,7,1,1,1,0,2,1
Maruti Swift Dzire ZDi,2012,320000.0,155000.0,Diesel,Individual,Manual,First Owner,19.3,1248.0,73.9,5.0,3.2,1000-1500cc,15-20 kmpl,12,1,1,1,0,0,1
Maruti Swift 1.2 DLX (Only Delhi),2014,375000.0,80000.0,Petrol,Individual,Manual,First Owner,20.4,1197.0,81.8,5.0,3.75,1000-1500cc,20-25 kmpl,10,3,1,1,0,0,2
Datsun GO D Petrol,2019,300000.0,40000.0,Petrol,Individual,Manual,First Owner,19.02,1198.0,67.05,5.0,3.0,1000-1500cc,15-20 kmpl,5,3,1,1,0,0,1
Hyundai i20 Asta 1.4 CRDi,2015,500000.0,70000.0,Diesel,Individual,Manual,Fourth & Above Owner,22.54,1396.0,88.73,5.0,5.0,1000-1500cc,20-25 kmpl,9,1,1,1,1,0,2
Mahindra Scorpio LX,2011,404000.0,122358.0,Diesel,Individual,Manual,First Owner,12.05,2179.0,120.0,7.0,4.04,2000-2500cc,10-15 kmpl,13,1,1,1,0,2,0
Tata Sumo Gold EX BSIII,2015,500000.0,75000.0,Diesel,Individual,Manual,First Owner,14.07,2956.0,69.01,7.0,5.0,2500-3000cc,10-15 kmpl,9,1,1,1,0,3,0
Tata Tiago Wizz 1.05 Revotorq,2017,350000.0,120000.0,Diesel,Individual,Manual,First Owner,27.28,1047.0,69.0,5.0,3.5,1000-1500cc,25-30 kmpl,7,1,1,1,0,0,3
Tata Zest Revotron 1.2 XT,2015,380000.0,40000.0,Petrol,Individual,Manual,First Owner,17.57,1193.0,88.7,5.0,3.8,1000-1500cc,15-20 kmpl,9,3,1,1,0,0,1
Hyundai Accent GLE,2008,114999.0,95200.0,Petrol,Individual,Manual,Third Owner,13.2,1495.0,94.0,5.0,1.14999,1000-1500cc,10-15 kmpl,16,3,1,1,4,0,0
Honda Brio Exclusive Edition,2014,335000.0,33033.0,Petrol,Dealer,Manual,First Owner,19.4,1198.0,86.8,5.0,3.35,1000-1500cc,15-20 kmpl,10,3,0,1,0,0,1
Hyundai Grand i10 AT Asta,2015,465000.0,63063.0,Petrol,Dealer,Automatic,First Owner,18.9,1197.0,82.0,5.0,4.65,1000-1500cc,15-20 kmpl,9,3,0,0,0,0,1
